	names	scores	logfoldchanges	pvals	pvals_adj
377	Nqo1	3.9063957	2.394148	0.00012850877779496263	0.0005492794896609159
972	Creld1	2.5547144	2.393042	0.011395558317617174	0.036033170826064415
33	Irf2bpl	8.216249	2.3827965	2.1293555307903923e-14	1.865615082601934e-13
354	Nfib	3.9843497	2.3737943	9.556914278077346e-05	0.00041583570619401064
485	Itpr1	3.5208268	2.3714573	0.0005351780455524425	0.002110672398530282
330	Dipk2a	4.1174197	2.3523	5.606157064947202e-05	0.00025083115405848794
871	Stard5	2.7135642	2.3399968	0.007252928326818224	0.0238421535719793
127	Lpl	5.6031704	2.3395545	6.519940862287671e-08	3.8086993137478885e-07
825	Acot2	2.789901	2.3320649	0.0058003936086660525	0.019407169570681813
817	Tmem106c	2.812978	2.328475	0.005416144528008968	0.01822585733837915
590	Zfp59	3.266559	2.325311	0.0012865176024063733	0.004812769745825389
906	Cbx2	2.6575577	2.3206565	0.008533480822192917	0.02764698307591971
670	Hbegf	3.083552	2.3203726	0.002343671766982183	0.008413403685838424
892	Sox21	2.6769574	2.3147404	0.008058865088529606	0.026258120781978457
756	Slc30a1	2.9335167	2.3131766	0.0037524749851982095	0.01300851099471827
454	Plekhb2	3.5975475	2.3121731	0.0004046903530789009	0.0016222440065891113
339	Elavl2	4.0736237	2.308227	6.698538390914533e-05	0.0002971169717599439
921	Hook1	2.6247532	2.3079615	0.009361271423278226	0.030134812052871832
17	Tle5	9.882433	2.3058958	2.537191473434548e-19	2.847858738187087e-18
21	Mapt	9.263104	2.3025136	1.420474350790347e-17	1.4789160521432281e-16
85	Mymx	6.031011	2.2931247	7.152885422381362e-09	4.532082617495737e-08
1040	Ttll6	2.453325	2.292957	0.015027059240382305	0.04624870281813
7	Klf2	12.49984	2.2895386	1.1439174065276772e-28	1.8362538892021182e-27
100	Cox7a1	5.8701363	2.2867997	1.7775966306693143e-08	1.0895142701719282e-07
993	Ano9	2.5167506	2.281288	0.012647102253221378	0.03959816157219721
18	Pim1	9.854767	2.2673228	3.2839071911701982e-19	3.668001842215593e-18
292	Igsf8	4.309729	2.2657142	2.5827888253698654e-05	0.00011993256435915377
97	Adgre5	5.9008055	2.2650783	1.3964605227351762e-08	8.651864036670104e-08
395	Chn1	3.828035	2.2630126	0.00017381517667201173	0.0007310060113706375
65	Sik1	6.668213	2.2619689	2.247024723763249e-10	1.566564853146917e-09
239	Lrp11	4.633051	2.257147	6.484147659891464e-06	3.209410669754228e-05
922	Amhr2	2.624315	2.2546425	0.009375047741189321	0.030175297617642507
685	Mmp11	3.0619066	2.252177	0.0025073605160920573	0.008949928540056707
473	Dsp	3.5509765	2.2514384	0.00047717072622395176	0.0018946728409530043
961	Syk	2.5783854	2.2498257	0.010668143830228103	0.03391639154519182
450	Tpd52l1	3.62808	2.2374582	0.00036442094599056156	0.0014682130776647656
48	Gstp-ps	7.2877026	2.225659	6.331427672102466e-12	4.891300112532722e-11
668	Hunk	3.0904093	2.2240896	0.002282526994327309	0.008202097716472732
102	Tubb2a	5.8570485	2.200787	1.7952685878323884e-08	1.0992742467949341e-07
714	Serpinb1a	3.0050046	2.2007377	0.002996373744251992	0.01056649168132828
754	Ptp4a3	2.9356625	2.1991396	0.0037324052343666154	0.012942503620796504
413	Ankrd26	3.7488322	2.192796	0.00023280787534238207	0.0009638000816922776
35	Plekha7	8.085043	2.1918383	3.936488241035084e-14	3.4085516425127884e-13
278	Rpl28-ps1	4.3889174	2.1803331	1.8051811719203196e-05	8.503282246907064e-05
322	Syt9	4.157497	2.1752071	4.7401923965380235e-05	0.00021395083355915564
948	Poli	2.599787	2.1672788	0.010046508974357554	0.03209829629632794
152	Rps18-ps3	5.2575426	2.1602345	3.453316898602372e-07	1.9120566424707038e-06
