	names	scores	logfoldchanges	pvals	pvals_adj
21402	Ppp2ca	-11.183596	-3.787558	1.700366801306493e-24	1.1426937355079754e-23
15427	Pigx	-3.7228935	-3.7962039	0.00024126826219162927	0.0006148796218002272
22102	Psmc3	-13.451524	-3.7992754	5.710647037352102e-33	4.769110742946706e-32
22715	Glud1	-15.936033	-3.799796	1.2152953400665866e-41	1.2523367056138845e-40
18815	Kif20b	-6.688881	-3.8005269	1.033209366776062e-10	4.1076890172095886e-10
22777	Ndufb11	-16.27496	-3.803236	4.9757009163875965e-43	5.258772304656034e-42
23025	Ddx3x	-17.963745	-3.8095284	2.023764328108899e-50	2.4252390618985823e-49
21005	Khdrbs1	-10.262258	-3.8106349	1.8618509552599738e-21	1.1381044697110421e-20
22661	Ubl5	-15.666112	-3.8111832	1.573104691877764e-40	1.5771173941607524e-39
14059	Galnt3	-2.9229343	-3.8152692	0.0037725633296891506	0.008369647027253563
14359	Mcts2	-3.0890198	-3.815575	0.0022274926847404225	0.005089504132251847
23961	Cox6a1	-30.407244	-3.8162377	3.9674468525562856e-98	8.32336598241875e-97
23780	Cubn	-26.708237	-3.8170884	1.850857071592554e-99	3.925502426546299e-98
21215	Prpf19	-10.704797	-3.8178892	7.071576439316178e-23	4.53308954522322e-22
20445	Tagln2	-9.0913515	-3.8184757	7.09232969141266e-18	3.8573072661144665e-17
19015	Atp1b1	-6.923509	-3.8189366	2.7980271653082146e-11	1.1464664491963322e-10
23403	Atox1	-21.399132	-3.820085	3.1775530134850665e-63	4.5856665806771864e-62
15820	Ciao3	-3.979359	-3.8208618	8.855248464419098e-05	0.00023593360859442642
15413	Surf2	-3.712408	-3.8293712	0.00025063535404697037	0.0006382346320811392
23078	Tbrg1	-18.340855	-3.8330586	1.169365945312392e-51	1.4306532581900733e-50
21850	Cnpy2	-12.560753	-3.8337004	1.240991531554264e-29	9.596034732467248e-29
16179	Crcp	-4.2279296	-3.8346922	3.213806766995882e-05	8.931620309028219e-05
21621	Top1	-11.812244	-3.8403971	4.753273327432712e-27	3.435742450524208e-26
23778	Canx	-26.676445	-3.845983	8.127351624223248e-92	1.6199318760357495e-90
18208	Timm9	-6.0106764	-3.8476722	5.9048810495617844e-09	2.1307040298476133e-08
23426	Sec61b	-21.602829	-3.8508346	2.7916944875122253e-66	4.1674945483016326e-65
14226	Trak2	-3.0132818	-3.85328	0.0028374811689875893	0.006398960133110438
17239	Luzp1	-5.1174755	-3.8538055	5.745139722822246e-07	1.8150369830177189e-06
22857	Creld2	-16.837156	-3.8544085	1.420007552794465e-48	1.6467897640844613e-47
19634	Prpf4b	-7.741387	-3.8561082	1.3317318727352043e-13	6.110613558332968e-13
22706	Ddb1	-15.881048	-3.8568213	5.7837500115333195e-43	6.099976846545455e-42
18364	Faf1	-6.161047	-3.8617764	2.388290628596133e-09	8.837167177362039e-09
16362	Polb	-4.3483367	-3.8644884	1.9378130210275694e-05	5.499689578125633e-05
22729	Tmem167	-16.038229	-3.8661585	6.059837819774492e-43	6.388481161718675e-42
16977	Ube2r2	-4.8571076	-3.8676052	1.99802161166097e-06	6.105227844961134e-06
17358	Hcfc1r1	-5.221096	-3.8689902	3.56096032427547e-07	1.1427965807198926e-06
15881	Tab2	-4.0167513	-3.8726606	7.693559503101766e-05	0.0002064033657647417
15866	1110059G10Rik	-4.006219	-3.8750558	8.018728454049052e-05	0.00021466910976282444
19374	Kpna2	-7.3716164	-3.877857	1.2079218687237007e-12	5.3035550158624484e-12
22759	Oat	-16.171343	-3.881456	4.357539734369074e-44	4.6941993352599436e-43
15965	Arid2	-4.0825844	-3.8836572	5.861156829903709e-05	0.00015880174375204427
19116	Pitrm1	-7.0487504	-3.8846369	1.1478056266349462e-11	4.8031779624647204e-11
24190	Calr	-38.819294	-3.897255	1.0304001263529447e-154	3.122733105817105e-153
22877	Atp6v1a	-16.968502	-3.8988729	1.6462262025298908e-47	1.87371827594737e-46
17491	Dus1l	-5.329637	-3.9140391	2.0473037939602952e-07	6.687167852652547e-07
13726	Tut7	-2.7421188	-3.919432	0.006533791048991208	0.014042291528223245
19540	Nup85	-7.6011395	-3.921324	3.403611239462937e-13	1.5329353109659932e-12
21509	Ddah1	-11.508658	-3.9327135	4.195984476390667e-26	2.951504293040572e-25
