	names	scores	logfoldchanges	pvals	pvals_adj
23190	Vav3	-2.4010699	-19.642895	0.016511823999748126	0.04013769998837665
23274	Catspere1	-2.432044	-19.644999	0.01517204065679692	0.03726067982407741
23326	Grm4	-2.4501975	-19.64784	0.014432190286516525	0.03567430422388822
24729	Hp	-3.0106452	-19.650597	0.002666188637581121	0.007833142824897757
23218	1700086L19Rik	-2.410415	-19.652111	0.016097046591405036	0.03924623560040122
23977	Tgif2	-2.694087	-19.653234	0.00716522301055078	0.019096935428968564
23482	Rpl35a-ps6	-2.5077293	-19.656116	0.012293612724905315	0.030954778711531395
23003	Myh11	-2.3474638	-19.658598	0.019077575064453428	0.045428293133218195
22904	Kctd14	-2.3154929	-19.663984	0.020768560231376465	0.04891308069197457
23956	Il17rb	-2.6869874	-19.664215	0.00731828382290105	0.019466589968864786
23744	Amh	-2.602582	-19.668644	0.009376435974648616	0.024324286657208184
22903	A530072M11Rik	-2.3152144	-19.670546	0.020783844644807047	0.048937520934465246
23041	Plet1os	-2.3569663	-19.674898	0.018598789519260146	0.044489219559468975
23222	BC039966	-2.4116764	-19.67501	0.016041759889986996	0.03913188150556556
23671	Mtnr1a	-2.5747864	-19.676006	0.010159529789031086	0.02612690411625444
23785	Olfr20	-2.6187315	-19.67756	0.008946633205929224	0.02334771140074485
23077	Cntn2	-2.364904	-19.679455	0.018206947399083476	0.04367841793080442
23773	Fbxo43	-2.6148286	-19.680265	0.009048857817996038	0.023587090139346657
23466	Hoxc11	-2.5035942	-19.684444	0.012437371185837393	0.0312637504812175
23860	Olfr39	-2.6532605	-19.69054	0.008086281007712085	0.021270675417838898
23767	AW495222	-2.6125233	-19.693428	0.009109726894331602	0.023731630267779975
24286	4921534A09Rik	-2.822487	-19.693598	0.004850809903471492	0.01345077755886651
23448	2010309G21Rik	-2.4972327	-19.696339	0.01266144778057223	0.031748847531437946
24529	4930405G09Rik	-2.9158998	-19.69884	0.003618333716555782	0.010348548452470857
23551	Cacnb4	-2.5322642	-19.702734	0.011470570648140013	0.02910218627012569
23090	Tmem119	-2.3679411	-19.704311	0.01805893697464294	0.043391378159786845
23123	H2-M10.6	-2.3804736	-19.708584	0.017459327607548977	0.042090209615690086
23068	Unc45bos	-2.3630078	-19.709375	0.018299880973026497	0.043867352240036295
23164	Fbxw10	-2.391606	-19.709421	0.01694142386061794	0.04103848916058495
22888	Mfsd9	-2.3105063	-19.71216	0.021043776569387763	0.04946050934611507
23268	A230009B12Rik	-2.430559	-19.712269	0.015234014932167878	0.03739601576849896
23263	Platr30	-2.4285195	-19.723299	0.015319501957866232	0.03757776238162677
22941	4930422M22Rik	-2.3287187	-19.72352	0.020053778466203206	0.047448555567112555
23872	Cfap61	-2.6565979	-19.726952	0.008007186542951074	0.02108808688681609
23610	Pip5k1bos	-2.5496635	-19.727486	0.010916955417737188	0.027862028149017896
23664	Gpr182	-2.5724885	-19.73176	0.010226809437505459	0.02627510771027883
24070	Dreh	-2.7349155	-19.732466	0.006339542262807412	0.017108438453184653
24174	Cyp2c68	-2.7747586	-19.734417	0.00561747791024479	0.015353844383589428
23461	Tekt5	-2.5018055	-19.735079	0.012500015288781034	0.031404306000026354
23499	Il31ra	-2.5146391	-19.735567	0.0120566714706174	0.030421470921266687
24371	Pcnx2	-2.8578534	-19.735708	0.004345284711071972	0.01217402567011272
23757	Atp6v1fnb	-2.6090705	-19.739412	0.009201583507510018	0.02393276054297682
